date,temperature_2m_max,temperature_2m_min,relative_humidity_2m_max,relative_humidity_2m_min,rain_sum,snowfall_sum,pressure_msl_mean
1950-10-05 00:00:00+00:00,13.774821,5.2997465,99.907326,63.82998,,,1009.6037
1950-10-06 00:00:00+00:00,14.300718,9.007447,98.98158,50.802975,,,1007.4493
1950-10-07 00:00:00+00:00,17.176613,5.96515,92.05583,55.775978,,,1015.2948
1950-10-08 00:00:00+00:00,18.102509,12.722851,94.13009,56.748985,,,1011.74054
1950-10-09 00:00:00+00:00,13.478405,7.3805537,89.204346,47.721977,,,1016.68604
1950-10-10 00:00:00+00:00,10.2043,3.438255,85.278595,66.694984,,,1020.93164
1950-10-11 00:00:00+00:00,11.630197,1.5459573,73.352844,54.66799,,,1010.1773
1950-10-12 00:00:00+00:00,11.706093,8.003658,74.42709,51.64099,,,1002.72296
1950-10-13 00:00:00+00:00,8.731988,6.21136,82.50135,65.614,,,1005.8686
1950-10-14 00:00:00+00:00,16.457884,5.5690627,86.5756,57.587006,,,995.9142
1950-10-15 00:00:00+00:00,16.08378,6.9267645,66.64986,43.560005,,,1001.9598
1950-10-16 00:00:00+00:00,10.809675,4.584466,75.72411,51.533005,,,1026.0054
1950-10-17 00:00:00+00:00,11.48557,5.792168,82.79836,48.506004,,,1032.1511
1950-10-18 00:00:00+00:00,9.911467,7.7498693,75.87261,67.47901,,,1034.7966
1950-10-19 00:00:00+00:00,8.587362,5.107572,82.94688,69.45201,,,1036.5422
1950-10-20 00:00:00+00:00,10.963259,2.5652738,85.02112,46.42501,,,1029.4878
1950-10-21 00:00:00+00:00,13.439154,2.6229746,86.09538,56.398018,,,1023.5335
1950-10-22 00:00:00+00:00,14.765049,7.6806765,89.16963,55.371017,,,1018.57904
1950-10-23 00:00:00+00:00,14.540946,4.7383785,87.24389,48.344025,,,1020.8247
1950-10-24 00:00:00+00:00,12.016841,4.44608,85.31813,71.317024,,,1018.37036
1950-10-25 00:00:00+00:00,10.342736,8.353783,91.39239,72.29002,,,1013.016
1950-10-26 00:00:00+00:00,8.968632,6.711484,91.466644,82.26302,,,1016.96155
